iter	MultiClass
354	0.5528565763
355	0.5511800075
356	0.5498770695
357	0.5487863087
358	0.5473605869
359	0.5462166323
360	0.545337402
361	0.5438341218
362	0.5428520358
363	0.5422194655
364	0.5410118792
365	0.5403212123
366	0.5395434969
367	0.5389837318
368	0.5381539211
369	0.5378687329
370	0.5369460796
371	0.5360929015
372	0.5349294108
373	0.5341663456
374	0.5329571477
375	0.5318850007
376	0.5306529562
377	0.5295101164
378	0.5285826359
379	0.5282182639
380	0.5276705846
381	0.5262302718
382	0.5252839389
383	0.5240949926
384	0.523314126
385	0.5226934608
386	0.5221311375
387	0.5212112996
388	0.5197448102
389	0.5188938371
390	0.5174568543
391	0.5162856948
392	0.5153495074
393	0.5147113092
394	0.5139168176
395	0.5128111325
396	0.5124491757
397	0.5108461907
398	0.5096614085
399	0.5086632778
400	0.5075716388
401	0.506916076
402	0.5060493852
403	0.504946678
404	0.5042713618
405	0.5031364987
406	0.5023083626
407	0.5012112448
408	0.5005839231
409	0.4995815695
410	0.498646001
411	0.4979609914
412	0.4971631442
413	0.4957616721
414	0.4950336377
415	0.4940326181
416	0.4934665058
417	0.4929315003
418	0.4921843734
419	0.4916322834
420	0.4902173719
421	0.4891125165
422	0.4874094114
423	0.4868998484
424	0.4863452863
425	0.4854786344
426	0.4846173513
427	0.4842864892
428	0.4834101063
429	0.482156143
430	0.4810818903
431	0.4803159033
432	0.4797744213
433	0.4792959635
434	0.4787675592
435	0.4774302913
436	0.4763062205
437	0.4757301014
438	0.4749028116
439	0.4743355584
440	0.4734545959
441	0.472822071
442	0.471985922
443	0.4713558445
444	0.4707233126
445	0.4697464146
446	0.4687308445
447	0.4678971275
448	0.4671245557
449	0.4660480934
450	0.4648633041
451	0.4642509325
452	0.4633370108
453	0.4627456185
454	0.4619153941
455	0.4607925738
456	0.4600665648
457	0.4593721133
458	0.4584923107
459	0.4571584335
460	0.4565662033
461	0.4559768535
462	0.4545851989
463	0.4538629087
464	0.4532528033
465	0.4521581695
466	0.4513710367
467	0.4509861277
468	0.4495290971
469	0.4487568208
470	0.4480400788
471	0.4470835741
472	0.4463030918
473	0.4456619497
474	0.4449786632
475	0.4445163982
476	0.4439687158
477	0.44274442
478	0.441975004
479	0.4412519459
480	0.4409155831
481	0.44032191
482	0.4392286398
483	0.438762013
484	0.4379937016
485	0.437567022
486	0.4366303215
487	0.4354061999
488	0.4346480815
489	0.4340062095
490	0.4332903992
491	0.4328825704
492	0.431950949
493	0.4314497983
494	0.4304631511
495	0.429777525
496	0.429010831
497	0.4280984965
498	0.4273679357
499	0.4267144787
500	0.425586427
501	0.4249434155
502	0.4245930035
503	0.4239611253
504	0.4230570311
505	0.4219943533
506	0.4209506922
507	0.4207173658
508	0.4203320881
509	0.4199002289
510	0.4193347004
511	0.4186780579
512	0.4176132385
513	0.4166967536
514	0.4162981731
515	0.416083912
516	0.4154163008
517	0.4146839488
518	0.413918054
519	0.4136800393
520	0.4130376617
521	0.4122492567
522	0.4118364428
523	0.4108632147
524	0.4106329262
525	0.4099559793
526	0.4092437628
527	0.4083930671
528	0.4077648381
529	0.4071280676
530	0.4066183671
531	0.4061661682
532	0.4048112088
533	0.4042522856
534	0.4037425868
535	0.4027859417
536	0.401804948
537	0.4009631478
538	0.4002160641
539	0.399366759
540	0.3988131041
541	0.3975838596
542	0.3966599324
543	0.3962616248
544	0.3954883661
545	0.394947522
546	0.3942787217
547	0.393361295
548	0.3923458015
549	0.3912996648
550	0.3908030622
551	0.3898760794
552	0.3893416966
553	0.3884346947
554	0.3879244286
555	0.3872070488
556	0.3866414748
557	0.385708597
558	0.3847259737
559	0.3841455825
560	0.3835199441
561	0.3830628653
562	0.3824445584
563	0.3817906726
564	0.3813754371
565	0.3810535682
566	0.380225589
567	0.3799099545
568	0.3793684439
569	0.3791650976
570	0.3782676214
571	0.3777771319
572	0.3770290742
573	0.3762299009
574	0.3756501575
575	0.3749512002
576	0.3741881926
577	0.3733792493
578	0.3727271986
579	0.3720210759
580	0.3708431171
581	0.3702659911
582	0.3699098949
583	0.3693287185
584	0.3687606103
585	0.3680987554
586	0.3676895095
587	0.3671958899
588	0.3667888811
589	0.3665657567
590	0.365764909
591	0.3650158592
592	0.3642633359
593	0.3636731022
594	0.3634660456
595	0.362653428
596	0.3619774177
597	0.3611228132
598	0.3605219986
599	0.3602463364
600	0.3594885986
601	0.3591303828
602	0.3587090416
603	0.3577958339
604	0.3572878059
605	0.3567158506
606	0.3562270146
607	0.355401221
608	0.3547990637
609	0.3543373592
610	0.3539857512
611	0.3532547633
612	0.3528771297
613	0.3522776006
614	0.3515377975
615	0.3507232961
616	0.3499187587
617	0.3496563758
618	0.3489861485
619	0.3482885023
620	0.3474135868
621	0.3470500754
622	0.3466257723
623	0.3464485417
624	0.3458406173
625	0.3455111403
626	0.3450194081
627	0.3443828228
628	0.3437626112
629	0.3432092565
630	0.342429596
631	0.3418591112
632	0.3416218185
633	0.3410661974
634	0.3401836926
635	0.3393318067
636	0.3384863495
637	0.3377751734
638	0.3371951276
639	0.336671655
640	0.3359142168
641	0.3355331755
642	0.3347224875
643	0.3342462515
644	0.3338917263
645	0.3334873845
646	0.3328452338
647	0.332472998
648	0.3320825619
649	0.3317667206
650	0.3310108934
651	0.330593418
652	0.3300889761
653	0.329257951
654	0.3287821198
655	0.3282536666
656	0.3277214917
657	0.3273122444
658	0.3268902339
659	0.3266855111
660	0.3263692188
661	0.3256806371
662	0.3253149054
663	0.3246210741
664	0.324100579
665	0.3233692628
666	0.3227089502
667	0.3222177215
668	0.3217295486
669	0.3212105999
670	0.3207867389
671	0.3201873723
672	0.3196404678
673	0.3192656321
674	0.3187922489
675	0.3182834855
676	0.3179481644
677	0.3175588383
678	0.317270605
679	0.3167826134
680	0.3162901478
681	0.3160515794
682	0.3152206406
683	0.3150729147
684	0.3145031006
685	0.3141126586
686	0.31367721
687	0.3131388113
688	0.3128505203
689	0.3123390052
690	0.3116704076
691	0.3111496787
692	0.3104056641
693	0.3097208051
694	0.3093574087
695	0.3084261893
696	0.3080271388
697	0.3074499363
698	0.3071593593
699	0.3068039772
700	0.3062930513
701	0.3055405437
702	0.305046086
703	0.3046190202
704	0.3041068445
705	0.3036455938
706	0.303226624
707	0.302520143
708	0.3017622757
709	0.3015064176
710	0.3009437967
711	0.3002764806
712	0.2999354291
713	0.299395782
714	0.2989059367
715	0.2983868712
716	0.2981242918
717	0.2977838203
718	0.2972844897
719	0.2966009715
720	0.2960584067
721	0.295735502
722	0.2951772564
723	0.2946178133
724	0.2943617314
725	0.2937752057
726	0.293434907
727	0.2930659154
728	0.2923926009
729	0.2920248831
730	0.2914679554
731	0.2908835769
732	0.2906991669
733	0.2899342013
734	0.2895553924
735	0.2892210264
736	0.2886958539
737	0.2882832464
738	0.288082994
739	0.2876240565
740	0.2871070043
741	0.2868455661
742	0.2864418179
743	0.285946908
744	0.2856251527
745	0.2852823157
746	0.2847388491
747	0.2843663491
748	0.2837248782
749	0.2832609899
750	0.282677702
751	0.2823119985
752	0.2818252547
753	0.2816628937
754	0.2810757426
755	0.2807441581
756	0.280483837
757	0.2800875037
758	0.2797360069
759	0.2793210418
760	0.2790405143
761	0.2787182162
762	0.2782713416
763	0.2778541657
764	0.2772897609
765	0.277050348
766	0.2765243324
767	0.2761997305
768	0.2756787051
769	0.2754226718
770	0.2748666622
771	0.2744937754
772	0.2740050898
773	0.2736975042
774	0.2732476057
775	0.2727015389
776	0.2723254417
777	0.2718811923
778	0.2713616742
779	0.2709509389
780	0.2706615971
781	0.2704233922
782	0.2701778634
783	0.2697917146
784	0.2690732553
785	0.2684752559
786	0.2683370899
787	0.268005617
788	0.2676172841
789	0.2672208355
790	0.2668716492
791	0.2665212688
792	0.2661387061
793	0.2654870814
794	0.2650404127
795	0.2646992851
796	0.2641861743
797	0.2638494619
798	0.2635318466
799	0.2632010322
800	0.2626987021
801	0.2623166846
802	0.2621439307
803	0.2618559855
804	0.2613563901
805	0.2609685568
806	0.2604258589
807	0.2601767896
808	0.2598920994
809	0.2595857853
810	0.25919561
811	0.2588670493
812	0.258617523
813	0.2583292466
814	0.2580327425
815	0.2576478577
816	0.257187083
817	0.2566689421
818	0.2563116779
819	0.2558948279
820	0.2552539339
821	0.25483814
822	0.2544764738
823	0.2540940721
824	0.2535887567
825	0.2534451663
826	0.2530799396
827	0.2527758447
828	0.2524075513
829	0.2521390604
830	0.2517377651
831	0.2514367182
832	0.2509696889
833	0.2504796823
834	0.2499854684
835	0.2491172407
836	0.2488866373
837	0.2480843931
838	0.2476355298
839	0.2471686598
840	0.2467291661
841	0.2464436792
842	0.2461360845
843	0.2457949181
844	0.2454136353
845	0.2447349224
846	0.2443766901
847	0.2439661468
848	0.2436300366
849	0.2433699043
850	0.2431120209
851	0.2427646267
852	0.2425746468
853	0.2421836745
854	0.2419470639
855	0.241490222
856	0.2411587265
857	0.2409953964
858	0.2407683234
859	0.2405037861
860	0.2400078728
861	0.2397339073
862	0.2392148652
863	0.2388107723
864	0.2384160698
865	0.2380112928
866	0.2375113036
867	0.2368866057
868	0.2367157763
869	0.2365617686
870	0.2362459923
871	0.2358472956
872	0.2356120139
873	0.2352339005
874	0.2347967473
875	0.2345041778
876	0.2343188486
877	0.234136984
878	0.2338231746
879	0.2335778395
880	0.2333552502
881	0.233112037
882	0.2326675718
883	0.2324177364
884	0.2319896404
885	0.23172946
886	0.2314226557
887	0.2307722675
888	0.230636958
889	0.2303149311
890	0.2296807187
891	0.2294163682
892	0.2290385985
893	0.2287246677
894	0.2284241074
895	0.2279865668
896	0.2277050438
897	0.2275334679
898	0.2272762403
899	0.2266598447
900	0.2262726368
901	0.2260640266
902	0.2256189583
903	0.2253629257
904	0.2251518795
905	0.2246682935
906	0.2243089008
907	0.2240245973
908	0.2237111288
909	0.223507896
910	0.223402597
911	0.222935808
912	0.2226609214
913	0.2223174266
914	0.2219150266
915	0.2217045986
916	0.2212469605
917	0.2210208941
918	0.2207525605
919	0.2203470994
920	0.220129173
921	0.2198012883
922	0.2194257981
923	0.2191811301
924	0.2188272643
925	0.2184006527
926	0.2179963462
927	0.2175914414
928	0.2173310452
929	0.216885371
930	0.2166461595
931	0.2163513958
932	0.2160662031
933	0.2158642817
934	0.2156887446
935	0.2154373059
936	0.215269034
937	0.2148315739
938	0.2145072658
939	0.2142200442
940	0.2137980087
941	0.2136171236
942	0.2134571501
943	0.2131958786
944	0.2129758645
945	0.2127621898
946	0.2124547216
947	0.2122954307
948	0.2119713444
949	0.2115949809
950	0.2114026421
951	0.2110668272
952	0.2108757123
953	0.2105532653
954	0.2103366958
955	0.2099698425
956	0.2098473369
957	0.2095034928
958	0.2090931353
959	0.2087732195
960	0.2085069043
961	0.208189603
962	0.2080030061
963	0.2076056762
964	0.207405858
965	0.2072005348
966	0.2070452342
967	0.2067798135
968	0.2062116871
969	0.2058633339
970	0.2056703117
971	0.2054667051
972	0.205283204
973	0.2050213119
974	0.2046632371
975	0.2043532855
976	0.2041405244
977	0.2036845044
978	0.2033518764
979	0.2030270637
980	0.202751489
981	0.2025816887
982	0.2022764036
983	0.2020149049
984	0.2017998784
985	0.2014035926
986	0.2011791984
987	0.2009149003
988	0.2006642498
989	0.2004712302
990	0.2000977237
991	0.1999338167
992	0.1997792035
993	0.1996322765
994	0.1994149499
995	0.1991031448
996	0.1987729716
997	0.1986247153
998	0.1984698738
999	0.1981818838
